YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
2018,713,5,1,6,0,0,0,0,0,0,0,0,0
2018,714,29,2,31,0,11,11,0,0,0,0,0,0
2018,716,9,2,11,0,1,1,0,0,0,0,0,0
2018,718,201,28,229,59,49,108,0,0,0,0,0,0
2018,721,18,3,21,6,5,11,0,0,0,0,0,0
2018,724,58,7,65,6,11,17,0,0,0,0,0,0
2018,800,20,2,22,1,9,10,1,0,1,13,7,20
2018,801,10,1,11,0,1,1,0,0,0,0,0,0
2018,900,126,9,135,18,52,70,14,1,15,79,42,121
2018,901,16,3,19,0,6,6,0,0,0,0,0,0
2018,902,29,3,32,7,17,24,0,0,0,0,0,0
2018,1000,382,38,420,55,115,170,9,1,10,393,159,552
2018,1001,88,13,101,16,47,63,0,0,0,2,0,2
2018,1002,15,0,15,1,7,8,0,0,0,0,0,0
2018,1003,10,1,11,0,5,5,0,0,0,0,0,0
2018,1004,11,0,11,0,1,1,0,0,0,0,0,0
2018,1005,728,83,811,80,172,252,0,0,0,0,0,0
2018,1006,9,3,12,1,7,8,0,0,0,0,0,0
2018,1007,16,4,20,1,2,3,0,0,0,0,0,0
2018,1008,17,0,17,0,3,3,0,0,0,0,0,0
2018,1009,12,0,12,0,2,2,0,0,0,0,0,0
2018,1010,10,1,11,0,1,1,0,0,0,0,0,0
2018,1011,18,0,18,1,4,5,0,0,0,0,0,0
2018,1012,28,2,30,2,14,16,0,0,0,0,0,0
2018,1013,32,5,37,3,1,4,0,0,0,0,0,0
2018,1015,31,3,34,2,9,11,0,0,0,0,0,0
2018,1017,14,1,15,1,4,5,0,0,0,0,0,0
2018,1097,20,5,25,3,10,13,0,0,0,0,0,0
2018,1100,27,4,31,2,13,15,2,0,2,12,8,20
2018,1101,9,1,10,1,1,2,0,0,0,0,0,0
2018,1200,89,12,101,9,31,40,58,27,85,7,7,14
2018,1201,23,2,25,1,11,12,0,0,0,0,0,0
2018,1203,42,4,46,2,20,22,0,0,0,0,0,0
2018,1204,3,2,5,0,0,0,0,0,0,0,0,0
2018,1205,18,1,19,0,6,6,0,0,0,0,0,0
2018,1207,3,0,3,0,0,0,0,0,0,0,0,0
2018,1208,10,2,12,2,6,8,0,0,0,0,0,0
2018,1300,88,6,94,13,37,50,77,16,93,13,25,38
2018,1301,31,3,34,2,12,14,0,0,0,0,0,0
2018,1302,20,1,21,4,9,13,0,0,0,0,0,0
2018,1303,5,0,5,0,0,0,0,0,0,0,0,0
2018,1304,41,2,43,6,18,24,0,0,0,0,0,0
2018,1306,14,2,16,2,2,4,0,0,0,0,0,0
2018,1307,5,0,5,0,0,0,0,0,0,0,0,0
2018,1400,26,0,26,3,18,21,10,0,10,11,9,20
2018,1401,12,0,12,1,7,8,0,0,0,0,0,0
2018,1500,314,23,337,41,164,205,391,78,469,52,100,152
2018,1501,13,2,15,2,5,7,0,0,0,0,0,0
2018,1502,360,38,398,21,118,139,0,0,0,0,0,0
2018,1503,47,2,49,6,12,18,0,0,0,0,0,0
2018,1505,9,2,11,0,5,5,0,0,0,0,0,0
2018,1506,28,4,32,2,16,18,0,0,0,0,0,0
2018,1507,21,4,25,2,7,9,0,0,0,0,0,0
2018,1508,14,1,15,0,10,10,0,0,0,0,0,0
2018,1509,16,3,19,1,6,7,0,0,0,0,0,0
2018,1511,9,0,9,3,5,8,2,1,3,0,0,0
2018,1514,4,0,4,0,0,0,0,0,0,0,0,0
2018,1515,4,0,4,0,1,1,0,0,0,0,0,0
2018,1521,27,1,28,0,3,3,0,0,0,0,0,0
2018,1597,10,3,13,1,7,8,0,0,0,0,0,0
2018,1600,74,9,83,4,41,45,0,0,0,93,65,158
2018,1601,15,0,15,3,8,11,0,0,0,0,0,0
2018,1602,53,4,57,1,24,25,0,0,0,0,0,0
2018,1603,31,2,33,1,7,8,0,0,0,0,0,0
2018,1607,12,5,17,0,2,2,0,0,0,0,0,0
2018,1700,45,4,49,2,17,19,0,0,0,0,0,0
2018,1701,10,1,11,0,1,1,0,0,0,0,0,0
2018,1702,17,2,19,3,9,12,0,0,0,0,0,0
2018,1800,26,3,29,4,11,15,18,10,28,4,8,12
2018,1801,12,1,13,0,2,2,0,0,0,0,0,0
2018,1900,5352,1150,6502,1673,2636,4309,2389,535,2924,951,1068,2019
2018,1901,70,7,77,9,36,45,0,0,0,0,0,0
2018,1902,64,4,68,2,23,25,0,0,0,0,1,1
2018,1905,53,7,60,6,22,28,0,0,0,0,0,0
2018,1906,66,2,68,3,23,26,0,0,0,7,0,7
2018,1907,21,6,27,4,5,9,0,0,0,0,0,0
2018,1909,46,2,48,5,14,19,0,0,0,1,0,1
2018,1910,118,15,133,27,54,81,0,0,0,1,0,1
2018,1912,128,20,148,18,57,75,0,0,0,5,3,8
2018,1913,32,7,39,5,14,19,0,0,0,2,2,4
2018,1916,56,1,57,5,17,22,0,0,0,3,1,4
2018,1918,97,6,103,10,21,31,0,0,0,3,1,4
2018,1920,99,17,116,14,30,44,0,0,0,5,0,5
2018,1922,109,10,119,8,28,36,0,0,0,5,2,7
2018,1923,49,2,51,8,13,21,0,0,0,5,2,7
2018,1924,83,11,94,3,16,19,0,0,0,4,4,8
2018,1925,203,20,223,19,63,82,0,0,0,10,8,18
2018,1926,43,5,48,11,16,27,0,0,0,3,1,4
2018,1928,77,8,85,10,28,38,1,0,1,6,4,10
2018,1929,31,4,35,14,4,18,0,0,0,3,6,9
2018,1931,57,3,60,16,9,25,0,0,0,4,1,5
2018,1933,164,21,185,5,36,41,0,0,0,2,7,9
2018,1934,23,3,26,0,7,7,0,0,0,0,0,0
2018,1938,35,5,40,1,16,17,0,0,0,0,0,0
2018,1941,734,85,819,82,199,281,5,0,5,36,23,59
2018,1942,8087,1836,9923,996,1633,2629,46,5,51,267,140,407
2018,1944,52,7,59,10,21,31,0,0,0,3,4,7
2018,1946,44,4,48,4,23,27,0,0,0,1,3,4
2018,1947,54,7,61,3,21,24,0,0,0,0,0,0
2018,1948,62,8,70,8,23,31,0,0,0,2,3,5
2018,1951,19,2,21,0,2,2,0,0,0,3,5,8
2018,1953,195,27,222,26,62,88,0,0,0,11,12,23
2018,1955,134,12,146,29,79,108,0,0,0,9,6,15
2018,1956,90,6,96,9,34,43,0,0,0,4,6,10
2018,1961,23,3,26,2,4,6,0,0,0,4,4,8
2018,1962,46,2,48,2,13,15,0,0,0,0,0,0
2018,1963,20,4,24,0,7,7,0,0,0,0,0,0
2018,1965,195,22,217,82,80,162,1,0,1,11,6,17
2018,1966,12,4,16,0,3,3,0,0,0,0,0,0
2018,1967,28,3,31,2,6,8,0,0,0,0,7,7
2018,1969,72,6,78,11,28,39,0,0,0,4,3,7
2018,1970,31,0,31,1,14,15,0,0,0,0,0,0
2018,1972,197,14,211,22,67,89,1,0,1,7,8,15
2018,1973,35,3,38,2,9,11,0,0,0,0,0,0
2018,1975,90,5,95,10,42,52,0,0,0,4,2,6
2018,1976,105,12,117,12,35,47,0,0,0,0,0,0
2018,1978,17,2,19,14,17,31,0,0,0,0,0,0
2018,1981,20,2,22,5,3,8,0,0,0,0,0,0
2018,1982,20,2,22,7,9,16,0,0,0,0,0,0
2018,1983,17,3,20,8,8,16,0,0,0,0,0,0
2018,1984,15,4,19,6,10,16,0,0,0,0,0,0
2018,1997,55,6,61,14,21,35,0,0,0,0,0,0
2018,2000,78,7,85,3,28,31,0,0,0,0,0,0
2018,2001,16,3,19,2,6,8,0,0,0,0,0,0
2018,2002,57,6,63,9,22,31,0,0,0,0,0,0
2018,2100,97,21,118,19,52,71,60,18,78,10,14,24
2018,2101,6,1,7,0,1,1,0,0,0,0,0,0
2018,2103,11,0,11,5,0,5,0,0,0,0,0,0
2018,2105,17,2,19,1,5,6,0,0,0,0,0,0
2018,2106,50,9,59,5,20,25,0,0,0,0,0,0
2018,2107,8,0,8,0,0,0,0,0,0,0,0,0
2018,2109,53,10,63,3,21,24,0,0,0,0,0,0
2018,2110,16,3,19,0,6,6,0,0,0,0,0,0
2018,2111,12,1,13,1,3,4,0,0,0,0,0,0
2018,2113,6,0,6,1,1,2,0,0,0,0,0,0
2018,2117,34,8,42,0,4,4,0,0,0,0,0,0
2018,2200,37,4,41,2,12,14,11,8,19,0,0,0
2018,2300,75,2,77,18,35,53,44,14,58,1,8,9
2018,2301,10,2,12,1,5,6,0,0,0,0,0,0
2018,2303,26,1,27,6,13,19,0,0,0,0,0,0
2018,2304,10,0,10,2,3,5,0,0,0,0,0,0
2018,2400,104,6,110,2,24,26,7,0,7,74,32,106
2018,2401,23,0,23,3,7,10,0,0,0,0,0,0
2018,2402,7,1,8,2,3,5,0,0,0,0,0,0
2018,2403,6,0,6,0,1,1,0,0,0,0,0,0
2018,2404,19,0,19,0,10,10,0,0,0,0,0,0
2018,2405,37,3,40,3,18,21,0,0,0,2,3,5
2018,2406,84,8,92,10,27,37,0,0,0,0,0,0
2018,2412,12,3,15,4,7,11,0,0,0,0,0,0
2018,2500,10,1,11,3,6,9,6,2,8,0,0,0
2018,2501,8,0,8,1,0,1,0,0,0,0,0,0
2018,2600,19,2,21,3,2,5,0,0,0,9,6,15
2018,2601,13,0,13,0,3,3,0,0,0,0,0,0
2018,2700,105,11,116,10,47,57,150,38,188,29,36,65
2018,2701,14,1,15,0,8,8,0,0,0,0,0,0
2018,2702,9,1,10,0,0,0,0,0,0,0,0,0
2018,2703,11,1,12,1,2,3,0,0,0,0,0,0
2018,2704,20,2,22,0,4,4,0,0,0,0,0,0
2018,2705,15,0,15,0,2,2,0,0,0,0,0,0
2018,2706,43,5,48,1,4,5,0,0,0,7,4,11
2018,2707,16,6,22,3,8,11,0,0,0,0,0,0
2018,2708,136,15,151,16,37,53,0,0,0,0,0,0
2018,2709,10,0,10,1,0,1,0,0,0,0,0,0
2018,2710,31,2,33,2,8,10,0,0,0,0,0,0
2018,2711,16,1,17,1,3,4,0,0,0,0,0,0
2018,2712,19,3,22,1,6,7,0,0,0,0,0,0
2018,2719,9,6,15,2,8,10,0,0,0,0,0,0
2018,2800,92,6,98,14,22,36,1,0,1,0,0,0
2018,2801,6,2,8,1,3,4,0,0,0,0,0,0
2018,2802,67,4,71,6,42,48,0,0,0,0,0,0
2018,2803,9,3,12,0,5,5,0,0,0,0,0,0
2018,2808,111,7,118,3,8,11,0,0,0,0,0,0
2018,2900,53,6,59,5,23,28,3,0,3,32,29,61
2018,2901,25,1,26,0,3,3,0,0,0,0,0,0
2018,2902,10,1,11,0,1,1,0,0,0,0,0,0
2018,2908,22,1,23,2,11,13,0,0,0,0,0,0
2018,3000,950,127,1077,602,673,1275,691,112,803,350,230,580
2018,3001,366,30,396,40,130,170,15,8,23,0,8,8
2018,3002,58,3,61,1,28,29,0,0,0,0,0,0
2018,3003,76,10,86,5,34,39,0,0,0,0,0,0
2018,3004,116,12,128,11,49,60,0,0,0,0,0,0
2018,3005,50,4,54,1,9,10,0,0,0,3,1,4
2018,3006,19,2,21,2,5,7,0,0,0,0,0,0
2018,3007,48,9,57,1,17,18,0,0,0,0,0,0
2018,3008,107,17,124,15,46,61,0,0,0,3,1,4
2018,3009,147,8,155,14,44,58,0,0,0,0,0,0
2018,3010,203,12,215,29,88,117,0,0,0,12,5,17
2018,3011,46,9,55,10,26,36,0,0,0,2,1,3
2018,3012,58,5,63,9,25,34,0,0,0,0,0,0
2018,3013,13,4,17,0,3,3,0,0,0,0,0,0
2018,3014,124,13,137,26,41,67,0,0,0,5,4,9
2018,3015,140,12,152,21,45,66,0,0,0,0,0,0
2018,3016,39,2,41,4,14,18,0,0,0,2,1,3
2018,3019,285,28,313,38,93,131,0,0,0,48,41,89
2018,3020,31,3,34,7,2,9,0,0,0,3,3,6
2018,3022,83,9,92,11,36,47,0,0,0,0,0,0
2018,3024,70,9,79,4,33,37,0,0,0,2,0,2
2018,3026,179,37,216,26,68,94,0,0,0,0,0,0
2018,3027,23,6,29,2,8,10,0,0,0,0,0,0
2018,3096,8,0,8,2,4,6,0,0,0,0,0,0
2018,3097,35,4,39,5,14,19,0,0,0,0,0,0
2018,3100,173,15,188,23,71,94,65,7,72,94,95,189
2018,3101,16,2,18,0,7,7,0,0,0,0,0,0
2018,3103,20,1,21,2,6,8,0,0,0,0,0,0
2018,3104,52,5,57,1,24,25,0,0,0,0,0,0
2018,3105,111,11,122,14,49,63,0,0,0,0,0,0
2018,3200,31,1,32,0,10,10,1,0,1,11,8,19
2018,3300,1304,134,1438,163,632,795,300,57,357,631,309,940
2018,3301,22,2,24,1,12,13,0,0,0,0,0,0
2018,3302,40,3,43,4,13,17,0,0,0,0,0,0
2018,3303,21,0,21,4,5,9,0,0,0,0,0,0
2018,3306,22,3,25,2,6,8,0,0,0,0,0,0
2018,3308,68,3,71,7,26,33,0,0,0,0,0,0
2018,3309,59,5,64,9,30,39,0,0,0,0,0,0
2018,3311,84,11,95,20,27,47,0,0,0,3,0,3
2018,3313,321,49,370,26,126,152,0,0,0,0,0,0
2018,3315,135,13,148,6,50,56,0,0,0,2,3,5
2018,3325,44,4,48,5,19,24,0,0,0,0,0,0
2018,3342,81,7,88,3,38,41,0,0,0,0,0,0
2018,3344,20,2,22,2,3,5,0,0,0,0,0,0
2018,3397,28,4,32,3,6,9,0,0,0,0,0,0
2018,3400,733,138,871,152,282,434,348,83,431,53,109,162
2018,3401,61,9,70,3,28,31,0,0,0,0,0,0
2018,3402,27,4,31,3,13,16,0,0,0,0,0,0
2018,3404,549,102,651,93,204,297,0,0,0,0,0,0
2018,3408,21,2,23,9,10,19,0,0,0,0,0,0
2018,3414,15,3,18,3,4,7,0,0,0,0,0,0
2018,3420,3,1,4,0,1,1,0,0,0,0,0,0
2018,3422,405,88,493,6,15,21,0,0,0,0,0,0
2018,3477,71,8,79,13,11,24,0,0,0,0,0,0
2018,3496,74,12,86,12,35,47,0,0,0,0,0,0
2018,3499,6832,454,7286,1392,1851,3243,0,0,0,0,0,0
2018,3500,23,0,23,2,4,6,1,0,1,14,10,24
2018,3501,27,5,32,0,8,8,0,0,0,0,0,0
2018,3600,1136,176,1312,152,580,732,592,114,706,186,471,657
2018,3601,33,2,35,0,16,16,0,0,0,0,0,0
2018,3602,92,10,102,3,48,51,0,0,0,0,0,0
2018,3603,48,3,51,5,21,26,0,0,0,0,0,0
2018,3604,171,12,183,16,91,107,0,0,0,0,0,0
2018,3605,41,3,44,1,15,16,0,0,0,0,0,0
2018,3607,260,20,280,14,87,101,0,0,0,0,0,0
2018,3608,74,8,82,7,34,41,0,0,0,0,0,0
2018,3609,86,10,96,1,28,29,0,0,0,0,0,0
2018,3610,215,23,238,35,121,156,0,0,0,0,0,0
2018,3611,58,7,65,1,33,34,0,0,0,0,0,0
2018,3614,12,5,17,2,13,15,0,0,0,0,0,0
2018,3623,25,4,29,46,23,69,0,0,0,0,0,0
2018,3626,13,0,13,0,0,0,0,0,0,0,0,0
2018,3639,6,1,7,4,6,10,0,0,0,0,0,0
2018,3650,13,3,16,40,20,60,0,0,0,0,0,0
2018,3657,83,23,106,7,10,17,0,0,0,0,0,0
2018,3700,1188,196,1384,345,552,897,908,280,1188,299,515,814
2018,3701,104,13,117,12,33,45,0,0,0,0,0,0
2018,3702,187,34,221,9,65,74,0,0,0,8,2,10
2018,3703,34,8,42,3,17,20,0,0,0,0,0,0
2018,3705,110,9,119,15,48,63,0,0,0,0,0,0
2018,3706,142,13,155,6,48,54,0,0,0,0,0,0
2018,3708,64,4,68,5,23,28,0,0,0,0,0,0
2018,3709,77,6,83,7,32,39,0,0,0,0,0,0
2018,3710,188,19,207,16,70,86,0,0,0,0,0,0
2018,3711,1448,283,1731,227,374,601,0,0,0,0,0,0
2018,3714,24,3,27,6,17,23,0,0,0,0,0,0
2018,3715,108,17,125,24,21,45,0,0,0,0,0,0
2018,3732,17,2,19,1,6,7,0,0,0,0,0,0
2018,3797,34,4,38,20,16,36,0,0,0,0,0,0
2018,3800,300,53,353,76,84,160,432,75,507,9,16,25
2018,3801,1966,340,2306,280,327,607,0,0,0,0,0,0
2018,3803,21,1,22,15,11,26,0,0,0,0,0,0
2018,3897,46,4,50,78,23,101,0,0,0,0,0,0
2018,3900,251,22,273,41,113,154,28,1,29,187,97,284
2018,3901,10,0,10,0,1,1,0,0,0,0,0,0
2018,3902,59,7,66,5,27,32,0,0,0,0,0,0
2018,3903,65,3,68,4,25,29,0,0,0,2,0,2
2018,3904,23,0,23,7,0,7,0,0,0,0,0,0
2018,3905,419,50,469,57,145,202,0,0,0,0,0,0
2018,3906,81,8,89,7,40,47,0,0,0,0,0,0
2018,3915,27,7,34,3,6,9,0,0,0,0,0,0
2018,4000,157,5,162,13,58,71,106,37,143,9,24,33
2018,4001,20,1,21,1,3,4,0,0,0,0,0,0
2018,4002,13,2,15,2,7,9,0,0,0,0,0,0
2018,4003,14,2,16,0,2,2,0,0,0,0,0,0
2018,4004,30,2,32,2,13,15,0,0,0,0,0,0
2018,4005,19,4,23,0,12,12,0,0,0,0,0,0
2018,4006,48,9,57,3,20,23,0,0,0,0,0,0
2018,4007,18,2,20,7,15,22,0,0,0,0,0,0
2018,4008,21,3,24,3,9,12,0,0,0,0,0,0
2018,4016,143,30,173,1,13,14,0,0,0,0,0,0
2018,4019,6,0,6,1,3,4,0,0,0,0,0,0
2018,4100,233,18,251,53,94,147,84,13,97,159,80,239
2018,4101,17,2,19,0,8,8,0,0,0,0,0,0
2018,4102,27,2,29,6,7,13,0,0,0,0,0,0
2018,4103,12,3,15,0,4,4,0,0,0,0,0,0
2018,4104,29,6,35,5,14,19,0,0,0,0,0,0
2018,4105,17,2,19,0,6,6,0,0,0,0,0,0
2018,4106,90,8,98,12,14,26,0,0,0,0,0,0
2018,4108,26,2,28,1,7,8,0,0,0,0,0,0
2018,4109,40,5,45,6,15,21,0,0,0,0,0,0
2018,4111,30,1,31,0,3,3,0,0,0,0,0,0
2018,4113,75,7,82,7,29,36,0,0,0,0,0,0
2018,4114,42,4,46,3,13,16,0,0,0,0,0,0
2018,4116,90,17,107,10,31,41,0,0,0,0,0,0
2018,4117,67,8,75,12,25,37,0,0,0,0,0,0
2018,4119,8,1,9,0,1,1,0,0,0,0,0,0
2018,4120,33,6,39,4,10,14,0,0,0,0,0,0
2018,4127,28,7,35,1,7,8,0,0,0,0,0,0
2018,4200,228,17,245,25,88,113,172,37,209,25,32,57
2018,4201,12,1,13,0,2,2,0,0,0,0,0,0
2018,4202,39,4,43,1,11,12,0,0,0,4,0,4
2018,4203,111,23,134,16,49,65,0,0,0,0,0,0
2018,4204,112,9,121,5,44,49,0,0,0,0,0,0
2018,4211,2,1,3,3,1,4,0,0,0,0,0,0
2018,4297,34,10,44,11,11,22,0,0,0,0,0,0
2018,4300,418,57,475,59,110,169,638,166,804,89,157,246
2018,4302,38,3,41,3,24,27,0,0,0,0,0,0
2018,4304,55,6,61,4,28,32,0,0,0,3,2,5
2018,4305,25,6,31,1,12,13,0,0,0,0,0,0
2018,4307,34,4,38,1,18,19,0,0,0,0,0,0
2018,4308,75,10,85,3,20,23,0,0,0,0,0,0
2018,4310,34,4,38,4,17,21,0,0,0,0,0,0
2018,4311,75,10,85,10,36,46,0,0,0,0,0,0
2018,4312,66,11,77,22,38,60,0,0,0,0,0,0
2018,4313,1002,111,1113,122,315,437,0,0,0,0,0,0
2018,4314,136,14,150,13,53,66,0,0,0,4,2,6
2018,4316,194,23,217,13,52,65,0,0,0,0,0,0
2018,4317,24,4,28,29,17,46,0,0,0,0,0,0
2018,4320,5,2,7,6,5,11,0,0,0,0,0,0
2018,4321,8,0,8,2,3,5,0,0,0,0,0,0
2018,4327,12,0,12,4,0,4,0,0,0,0,0,0
2018,4400,111,21,132,15,43,58,7,1,8,84,46,130
2018,4401,18,1,19,4,3,7,0,0,0,0,0,0
2018,4402,83,10,93,12,18,30,0,0,0,0,0,0
2018,4403,64,5,69,7,17,24,0,0,0,0,0,0
2018,4404,18,2,20,0,8,8,0,0,0,0,0,0
2018,4497,16,3,19,5,12,17,0,0,0,0,0,0
2018,4500,67,2,69,7,39,46,55,14,69,5,9,14
2018,4501,21,0,21,0,8,8,0,0,0,0,0,0
2018,4502,95,9,104,6,25,31,0,0,0,0,0,0
2018,4591,17,2,19,4,2,6,0,0,0,0,0,0
2018,4600,9,0,9,0,0,0,0,0,0,3,1,4
2018,4700,43,1,44,3,13,16,0,0,0,29,10,39
2018,4703,3,0,3,0,0,0,0,0,0,0,0,0
2018,4706,7,0,7,0,3,3,0,0,0,0,0,0
2018,4707,2,0,2,0,0,0,0,0,0,0,0,0
2018,4708,10,0,10,1,3,4,0,0,0,0,0,0
2018,4709,14,0,14,3,4,7,0,0,0,0,0,0
2018,4710,4,1,5,0,0,0,0,0,0,0,0,0
2018,4800,111,10,121,37,87,124,2,0,2,189,71,260
2018,4801,25,6,31,0,18,18,0,0,0,0,0,0
2018,4802,22,2,24,0,5,5,0,0,0,0,0,0
2018,4803,108,11,119,7,51,58,0,0,0,0,0,0
2018,4804,10,3,13,0,2,2,0,0,0,0,0,0
2018,4805,17,5,22,0,11,11,0,0,0,0,0,0
2018,4806,92,11,103,3,51,54,0,0,0,0,0,0
2018,4807,98,9,107,6,37,43,0,0,0,0,0,0
2018,4900,217,14,231,32,68,100,1,0,1,185,91,276
2018,4901,13,1,14,1,7,8,0,0,0,0,0,0
2018,4902,9,1,10,0,5,5,0,0,0,0,0,0
2018,4903,15,2,17,0,8,8,0,0,0,0,0,0
2018,4904,51,10,61,3,21,24,0,0,0,0,0,0
2018,4905,157,13,170,18,58,76,0,0,0,0,0,0
2018,4906,13,1,14,2,5,7,0,0,0,0,0,0
2018,4908,57,3,60,4,21,25,0,0,0,0,0,0
2018,4909,10,1,11,0,2,2,0,0,0,0,0,0
2018,4914,12,0,12,4,8,12,0,0,0,0,0,0
2018,5000,199,10,209,22,92,114,251,48,299,10,49,59
2018,5001,45,2,47,4,11,15,0,0,0,0,0,0
2018,5002,201,16,217,16,68,84,0,0,0,0,0,0
2018,5003,9,2,11,0,3,3,0,0,0,0,0,0
2018,5004,16,2,18,2,9,11,0,0,0,0,0,0
2018,5007,65,7,72,2,40,42,0,0,0,0,0,0
2018,5010,8,3,11,3,5,8,0,0,0,0,0,0
2018,5100,46,3,49,3,18,21,40,18,58,0,4,4
2018,5102,54,4,58,5,25,30,0,0,0,0,0,0
2018,5200,36,3,39,3,22,25,31,9,40,6,4,10
2018,5201,12,0,12,3,6,9,0,0,0,0,0,0
2018,5202,24,2,26,4,10,14,0,0,0,0,0,0
2018,5300,16,1,17,0,8,8,10,3,13,1,3,4
2018,5400,229,33,262,28,106,134,215,59,274,36,55,91
2018,5401,30,2,32,2,8,10,0,0,0,0,0,0
2018,5402,13,4,17,0,2,2,0,0,0,0,0,0
2018,5403,11,2,13,0,1,1,0,0,0,0,0,0
2018,5404,14,1,15,0,3,3,0,0,0,0,0,0
2018,5405,49,9,58,12,19,31,0,0,0,0,0,0
2018,5406,59,7,66,23,19,42,0,0,0,0,0,0
2018,5407,131,15,146,15,51,66,0,0,0,0,0,0
2018,5408,11,0,11,0,1,1,0,0,0,0,0,0
2018,5411,6,0,6,0,1,1,0,0,0,0,0,0
2018,5500,60,2,62,2,21,23,0,0,0,28,18,46
2018,5501,8,2,10,1,6,7,0,0,0,0,0,0
2018,5600,409,58,467,104,203,307,253,40,293,77,88,165
2018,5604,207,32,239,26,84,110,0,0,0,4,4,8
2018,5605,17,3,20,2,7,9,0,0,0,0,0,0
2018,5606,28,1,29,4,8,12,0,0,0,0,0,0
2018,5608,121,15,136,4,36,40,0,0,0,0,0,0
2018,5609,101,8,109,13,40,53,0,0,0,0,0,0
2018,5622,14,0,14,7,8,15,0,0,0,0,0,0
2018,5680,14,0,14,0,1,1,0,0,0,0,0,0
2018,5700,74,9,83,4,37,41,1,0,1,78,56,134
2018,5701,47,10,57,7,27,34,0,0,0,0,0,0
2018,5702,10,1,11,0,2,2,0,0,0,0,0,0
2018,5703,56,8,64,0,14,14,0,0,0,0,0,0
2018,5704,64,8,72,2,20,22,0,0,0,0,0,0
2018,5797,35,8,43,7,15,22,0,0,0,0,0,0
2018,5800,50,3,53,3,23,26,40,25,65,7,4,11
2018,5801,17,1,18,2,5,7,0,0,0,0,0,0
2018,5802,8,0,8,0,1,1,0,0,0,0,0,0
2018,10M1,212,32,244,7,10,17,0,0,0,0,0,0
2018,190C,12,2,14,3,5,8,0,0,0,0,0,0
2018,190R,10,0,10,1,4,5,0,0,0,0,0,0
2018,19A9,90,21,111,4,11,15,0,0,0,0,0,0
2018,340H,117,22,139,24,63,87,0,0,0,0,0,0
2019,100,461,61,522,102,224,326,364,64,428,95,125,220
2019,101,67,7,74,5,29,34,0,0,0,0,0,0
2019,102,21,1,22,2,7,9,0,0,0,0,0,0
2019,103,133,25,158,25,53,78,1,0,1,8,8,16
2019,104,35,4,39,2,12,14,0,0,0,0,0,0
2019,105,160,21,181,12,72,84,0,0,0,8,8,16
2019,106,160,20,180,15,79,94,0,0,0,11,9,20
2019,107,82,13,95,8,41,49,0,0,0,0,0,0
2019,108,42,11,53,8,14,22,0,0,0,0,0,0
2019,109,636,104,740,63,220,283,0,0,0,0,0,0
2019,110,13,4,17,1,9,10,0,0,0,0,0,0
2019,111,66,11,77,4,29,33,0,0,0,0,0,0
2019,112,79,8,87,3,30,33,0,0,0,4,5,9
2019,113,62,9,71,5,12,17,0,0,0,0,0,0
2019,114,55,7,62,5,18,23,0,0,0,0,0,0
2019,115,10,2,12,3,5,8,0,0,0,0,0,0
2019,197,35,11,46,36,22,58,0,0,0,0,0,0
2019,200,13,0,13,0,3,3,0,0,0,0,0,0
2019,300,46,2,48,7,12,19,1,0,1,18,8,26
2019,302,9,0,9,0,0,0,0,0,0,0,0,0
2019,303,8,1,9,0,1,1,0,0,0,0,0,0
2019,305,4,0,4,0,0,0,0,0,0,0,0,0
2019,400,96,5,101,17,35,52,0,0,0,59,40,99
2019,402,87,8,95,3,40,43,0,0,0,5,3,8
2019,403,12,0,12,1,5,6,0,0,0,0,0,0
2019,404,18,3,21,6,12,18,0,0,0,0,0,0
2019,405,11,0,11,3,5,8,0,0,0,0,0,0
2019,497,16,2,18,1,9,10,0,0,0,0,0,0
2019,500,49,7,56,4,18,22,1,1,2,18,15,33
2019,501,6,1,7,0,1,1,0,0,0,0,0,0
2019,600,25,2,27,2,16,18,8,5,13,0,1,1
2019,601,6,0,6,0,1,1,0,0,0,0,0,0
2019,602,9,2,11,0,2,2,0,0,0,0,0,0
2019,700,237,46,283,47,158,205,284,45,329,56,55,111
2019,701,101,5,106,4,35,39,0,0,0,2,2,4
2019,702,54,6,60,6,24,30,0,0,0,0,0,0
2019,703,6,4,10,0,2,2,0,0,0,0,0,0
2019,704,126,20,146,6,44,50,0,0,0,3,1,4
2019,705,33,4,37,2,6,8,0,0,0,0,0,0
2019,706,22,2,24,0,3,3,0,0,0,0,0,0
2019,707,23,3,26,2,14,16,0,0,0,0,0,0
2019,708,72,10,82,3,20,23,0,0,0,0,0,0
2019,709,36,8,44,3,9,12,0,0,0,0,0,0
2019,710,134,29,163,20,38,58,0,0,0,3,3,6
2019,711,53,4,57,4,17,21,0,0,0,0,4,4
2019,712,66,16,82,8,31,39,0,0,0,0,0,0
